A,B,C,D,E,F,G
1.5,139.60951738241002,139.61008018743,0.7976920415999997,40.921576157219995,83.07291249916003,152.88294282175
1.51,125.38156853665998,125.38210455987993,0.7631656102799999,39.468350891490005,81.45038785573,156.01115902623
1.52,139.94893694584,139.94952743768997,0.8265149093700004,42.06671294116001,85.37886894246002,158.02112835417012
1.53,140.780724703,140.78128256093007,0.8073327147300003,41.82745948481001,85.26592915805995,154.07709070516995
1.54,128.19180421484,128.19233824628,0.7521692711000001,39.81629601213,80.17507945710003,152.51238368747
1.55,129.20880447315,129.20932498429002,0.74749710934,39.7054034301,80.50460964802001,149.5051611293001
1.56,131.81091019016,131.81142863033,0.8023178902299999,40.26106313299999,78.07370000782002,153.04629603582
1.57,138.53788786497,138.53841662352,0.8082436985200002,41.178102587350004,82.13074454654996,158.80636591664003
1.58,140.83187369653,140.83243534664004,0.7894424967700004,42.140889135199984,83.66409912208002,153.7515307960799
1.59,127.46703211808997,127.46756157033,0.7307139266000003,38.275028610910006,79.62992331254,150.08835574174
1.6,128.05304476018995,128.05356319069998,0.7631717382400001,40.076265687410014,80.33761515237002,148.08123375880004
1.61,128.03707649392004,128.03759950963,0.7550012763399999,39.78521988227,79.64801570686998,146.44862217554004
1.62,129.03290311573,129.03341362773,0.7799410829899994,39.61281732777001,78.50421626048995,156.61668561771003
1.63,140.72610431989003,140.72664935583995,0.8130601173600002,40.43050894686,83.91821751485999,158.92597129309004
1.64,134.15847192104002,134.15902614608,0.7885534930300001,42.307614762250005,85.65234389384999,156.44546266374994
1.65,139.18968056065,139.19026877056996,0.8237831227899997,42.267986309509986,83.94340420155,146.04621836075
1.66,130.43737022855996,130.43792229571002,0.8010834354500002,41.13916943828001,82.31170288461,158.17574276327005
1.67,152.01788468674,152.01830361169002,0.8677561016600002,46.32453346134997,90.15975478910997,155.16679428933995
1.68,156.51037268139,156.51096513234995,0.9249117629100004,45.393356985490016,90.62681652471,142.69120406677996
1.69,142.14129178194,142.14181366125004,0.7985450458700001,42.13738663241001,86.82772442509003,159.6607486634501
1.7,139.60894171124997,139.60979175963996,0.83300315701,42.09600985228999,81.57922745383999,144.71657297481
1.71,140.92397966885994,140.92450849073998,0.8421242959099999,44.812161172939994,91.51683392717001,142.53684303222
1.72,152.48594263347997,152.48630298654004,0.8562576064400002,43.526480175319996,87.91646724736003,161.72236508388994
1.73,149.84325653535996,149.84379979231,0.8346843752099999,43.71289921568,84.68161618481001,156.87170060822
1.74,129.07205941437994,129.07259620809006,0.7753742266500001,40.77751631870999,81.79914120538999,151.62311080471994
1.75,133.89934129926,133.89986999491003,0.79395135097,41.963337908069995,85.15028046227003,150.20175374642994
1.76,149.06675519369003,149.06731930895003,0.8029301152899997,44.15655798588,87.77592615633995,157.75260538948007
1.77,142.9589812697699,142.95951259831006,0.7919114276500003,41.47145305727,83.75023117457,158.36486928292004
1.78,139.82892976860995,139.82944297958994,0.7862542825400002,41.57830681332001,86.84975301561,157.89269994439002
1.79,153.09102672094,153.09157679743998,0.8319382283099999,43.70003681511,86.14498035430002,162.65391531105004
1.8,149.74011563242,149.74042204864,0.8068610467500001,42.85925632526998,86.30801494783002,156.57832444408004
1.81,140.74601269304006,140.74657744112005,0.8613504339899998,43.99191551641999,87.89839928808006,157.44714251989998
1.82,151.81291927905002,151.8134481367301,0.8550637865199997,45.21970433525,91.89929714430998,153.17189238916004
1.83,162.64603428276007,162.64660546046997,0.9392686840400002,47.92623387176,88.34126060896999,143.97928140242004
1.84,149.65241719279993,149.65296250451004,0.97283302512,48.03955320219001,92.67206358906002,163.92225582528997
1.85,155.27777176641,155.27834372129004,0.9050299526000001,44.568051677069995,89.06775841483999,152.45255369501004
1.86,156.47249781669993,156.47325389784004,0.9336405134599999,46.82408216532999,90.57171759504998,157.25474977720006
1.87,150.48749712713004,150.48826636606,0.8759989904300002,43.90924935345999,88.49027803487996,160.24090594402003
1.88,153.08127330974003,153.08204217266996,0.9610119574399998,47.292389301349985,92.77057274349,156.96511856826
1.89,145.95655508985996,145.95712178445004,0.8855193314000002,45.17607238181001,92.91920208976997,165.82314103228998
1.9,141.59995559854,141.60051239118005,0.8932575890600002,47.51018208672001,91.54723408742001,175.40692554163996
1.91,151.29022621210999,151.29078757653,0.9284150730399997,46.58425943887999,91.80156115756998,168.38096710303998
1.92,155.0648966471599,155.0655016016001,0.92973649513,47.29479873679001,95.28714326921005,167.16595889288993
1.93,152.01176583275998,152.0123184693,1.0649017289200002,53.57476182563002,100.97575767285993,172.48536329546002
1.94,145.34403673370008,145.34461593089006,0.9254166323600005,49.403721134299985,103.5051992539,185.67236753117996
1.95,152.86705088454008,152.86758452907998,0.9858938285499996,51.326791674900015,100.55746347486995,177.95039483175998
1.96,155.67362328582,155.67418412719,0.9822553910399999,52.45358311298,103.95323062754998,185.26359677228
1.97,146.1653960528,146.16595695522,0.9364584167999996,48.112718027620005,100.0137423722699,199.90631547323989
1.98,150.14786546519,150.1484198564,1.0643030782499998,56.52557484040999,110.64137828448999,189.0251361362799
1.99,141.68886145432998,141.68942446872,1.02836922623,54.127089200280004,111.24804282327005,199.80906144746993
2.0,153.82667001968002,153.82722802787993,1.0957769463300004,58.04187259891001,119.66622200926003,204.42069296051005
2.01,152.78683093179993,152.7875427538101,1.2133101324799997,60.57094427303,120.23838216120997,205.63739532350002
2.02,158.18916460352,158.18973533251005,1.1596605131299997,57.96545104659,116.60714899606,186.22415441963003
2.03,140.66958879186993,140.67014491952992,1.02164397161,56.16936719795999,115.47547133098007,209.34834316497995
2.04,142.4630914144,142.46362280550994,1.0586763985399996,57.32986564527002,117.05105927568002,210.14915865541002
2.05,143.84479364259005,143.84532595350998,1.0573229146499998,53.431502616280014,112.70218223524,216.3229509202599
2.06,151.15142332883002,151.15197232911999,1.19036882858,60.87350041019999,120.54136046522996,213.1519935040201
2.07,145.63781917976996,145.63840888476997,1.1061776874000002,56.22871842533001,113.98914074529003,211.98451966360994
2.08,144.53507828865,144.53560345891,1.0891735557199997,57.3961749803,111.85855538811,210.06360853787012
2.09,146.40274113667004,146.40330797484003,1.1369372815099998,56.389484534210006,113.59678034682,212.741316566
2.1,148.36597954397996,148.36654672507,1.1708926834499997,59.466666980789995,116.64134689323005,220.28257699444998
2.11,152.89414305925004,152.89484081669005,1.1464790270300005,58.96206545689997,116.98694735059999,201.90271461228008
2.12,155.08736368839,155.08807142239002,1.1617685162699996,59.49412580188,119.06890777275001,205.68304181495995
2.13,153.97182271737,153.97238108439,1.1182192191000002,57.49877476384997,114.44951610051996,200.24978805504
2.14,152.26589346501996,152.26648714383998,1.2047010327999998,61.530781917450014,118.59071730140998,200.9732231440199
2.15,156.55941961790006,156.55997354974,1.1445354257100002,59.84215074215997,113.77763929196999,193.14475416302
2.16,147.93818700915,147.93876463226997,1.1837049486799998,59.70843374162002,111.83949225590004,204.58976836994006
2.17,153.02719135672,153.02775783682003,1.11389163212,58.16790365730001,116.72548590041,207.81240924166005
2.18,140.5820090715501,140.58258348149997,1.0105225553500001,53.19995271088001,113.12416661386999,210.59407190738006
2.19,153.15029754046,153.15085515953993,1.1654192468299998,57.451982006570006,115.62410343609996,202.45389601457993
2.2,152.16197475035003,152.16230243225993,1.1753546936600001,58.55019791128,113.00926089175,212.13298338716
2.21,150.66889686613,150.66946331556002,1.12121364783,57.06452283313002,106.80616866512999,205.08387477001
